skin_r,skin_g,skin_b,hair_r,hair_g,hair_b,eye_r,eye_g,eye_b,skin_hex,hair_hex,eye_hex,fitzpatrick,undertone,depth,season
156,95,51,0,0,0,105,60,32,#9c5f33,,#693c20,V,warm,medium,Deep Autumn
204,149,131,0,0,0,116,86,79,#cc9583,,#74564f,II,warm,light,Clear Spring
232,167,139,0,0,0,124,95,79,#e8a78b,,#7c5f4f,II,warm,light,Clear Spring
188,167,172,0,0,0,93,80,86,#bca7ac,,#5d5056,I,cool,light,Light Summer
231,198,200,0,0,0,98,79,84,#e7c6c8,,#624f54,I,cool,very_light,Light Summer
215,171,160,0,0,0,113,79,81,#d7aba0,,#714f51,I,neutral,light,Light Summer
214,162,158,0,0,0,109,82,82,#d6a29e,,#6d5252,I,neutral,light,Light Summer
208,149,148,0,0,0,113,86,87,#d09594,,#715657,I,neutral,light,Light Summer
227,166,147,0,0,0,131,85,71,#e3a693,,#835547,II,warm,light,Clear Spring
217,170,152,0,0,0,147,118,109,#d9aa98,,#93766d,I,warm,light,Warm Spring
165,91,71,0,0,0,93,62,54,#a55b47,,#5d3e36,V,warm,medium,Deep Autumn
227,198,190,0,0,0,115,100,99,#e3c6be,,#736463,I,neutral,very_light,Light Summer
219,192,164,0,0,0,92,68,57,#dbc0a4,,#5c4439,I,warm,very_light,Warm Spring
251,201,168,0,0,0,140,103,94,#fbc9a8,,#8c675e,I,warm,very_light,Clear Spring
223,191,195,0,0,0,80,79,89,#dfbfc3,,#504f59,I,cool,very_light,Light Summer
218,162,140,0,0,0,133,111,104,#daa28c,,#856f68,II,warm,light,Clear Spring
187,136,111,0,0,0,107,78,69,#bb886f,,#6b4e45,IV,warm,light_medium,Warm Autumn
184,123,104,0,0,0,94,65,63,#b87b68,,#5e413f,IV,warm,light_medium,Warm Autumn
239,203,210,0,0,0,97,82,102,#efcbd2,,#615266,I,cool,very_light,Light Summer
195,155,123,0,0,0,77,58,49,#c39b7b,,#4d3a31,III,warm,light,Clear Spring
237,194,160,0,0,0,165,133,109,#edc2a0,,#a5856d,II,warm,very_light,Clear Spring
237,196,190,0,0,0,162,127,128,#edc4be,,#a27f80,I,neutral,very_light,Light Summer
237,161,142,0,0,0,110,73,68,#eda18e,,#6e4944,II,warm,light,Clear Spring
201,141,126,0,0,0,80,51,48,#c98d7e,,#503330,III,neutral,light_medium,Light Summer
195,146,124,0,0,0,145,114,99,#c3927c,,#917263,III,warm,light_medium,Clear Spring
161,151,132,0,0,0,74,79,86,#a19784,,#4a4f56,II,warm,light_medium,Light Spring
136,115,110,0,0,0,78,68,70,#88736e,,#4e4446,V,neutral,medium,Deep Winter
188,132,99,0,0,0,88,63,48,#bc8463,,#583f30,IV,warm,light_medium,Warm Autumn
208,165,147,0,0,0,89,73,65,#d0a593,,#594941,II,warm,light,Warm Spring
220,186,166,0,0,0,109,86,83,#dcbaa6,,#6d5653,I,warm,very_light,Warm Spring
194,135,136,0,0,0,111,79,83,#c28788,,#6f4f53,II,cool,light_medium,Cool Summer
221,177,169,0,0,0,102,76,75,#ddb1a9,,#664c4b,I,neutral,very_light,Light Summer
251,202,204,0,0,0,130,101,106,#fbcacc,,#82656a,I,cool,very_light,Cool Summer
213,170,157,0,0,0,134,116,113,#d5aa9d,,#867471,I,neutral,light,Light Summer
213,166,169,0,0,0,136,98,107,#d5a6a9,,#88626b,I,cool,light,Cool Summer
212,157,128,0,0,0,97,68,54,#d49d80,,#614436,III,warm,light,Clear Spring
140,101,72,0,0,0,99,76,54,#8c6548,,#634c36,V,warm,medium,Deep Autumn
186,136,118,0,0,0,82,66,68,#ba8876,,#524244,III,warm,light_medium,Warm Autumn
229,186,158,0,0,0,106,95,84,#e5ba9e,,#6a5f54,II,warm,very_light,Clear Spring
232,192,198,0,0,0,136,113,133,#e8c0c6,,#887185,I,cool,very_light,Light Summer
219,147,138,0,0,0,121,87,82,#db938a,,#795752,II,neutral,light,Light Summer
220,185,191,0,0,0,100,84,94,#dcb9bf,,#64545e,I,cool,very_light,Light Summer
240,184,167,0,0,0,141,99,83,#f0b8a7,,#8d6353,I,neutral,very_light,Light Summer
215,183,172,0,0,0,104,102,105,#d7b7ac,,#686669,I,neutral,very_light,Light Spring
215,139,126,0,0,0,105,66,53,#d78b7e,,#694235,III,neutral,light,Light Summer
229,201,204,0,0,0,108,90,97,#e5c9cc,,#6c5a61,I,cool,very_light,Light Summer
214,184,178,0,0,0,71,61,63,#d6b8b2,,#473d3f,I,neutral,very_light,Light Summer
214,161,154,0,0,0,141,112,116,#d6a19a,,#8d7074,I,neutral,light,Light Summer
237,176,178,0,0,0,140,119,129,#edb0b2,,#8c7781,I,cool,very_light,Cool Summer
200,164,158,0,0,0,94,80,83,#c8a49e,,#5e5053,I,neutral,light,Light Summer
234,183,159,0,0,0,127,93,83,#eab79f,,#7f5d53,I,warm,very_light,Clear Spring
212,175,154,0,0,0,85,77,69,#d4af9a,,#554d45,I,warm,light,Warm Spring
212,179,182,0,0,0,106,85,93,#d4b3b6,,#6a555d,I,cool,very_light,Light Summer
238,203,189,0,0,0,104,89,93,#eecbbd,,#68595d,I,neutral,very_light,Light Spring
213,178,175,0,0,0,96,77,76,#d5b2af,,#604d4c,I,neutral,very_light,Light Summer
211,188,168,0,0,0,157,141,130,#d3bca8,,#9d8d82,I,warm,very_light,Light Spring
232,196,190,0,0,0,147,121,123,#e8c4be,,#93797b,I,neutral,very_light,Light Summer
152,112,94,0,0,0,101,78,68,#98705e,,#654e44,V,warm,medium,Deep Autumn
216,193,181,0,0,0,122,106,103,#d8c1b5,,#7a6a67,I,neutral,very_light,Light Spring
242,209,211,0,0,0,121,83,88,#f2d1d3,,#795358,I,cool,very_light,Light Summer
201,148,128,0,0,0,89,60,59,#c99480,,#593c3b,III,warm,light,Clear Spring
226,199,194,0,0,0,116,101,106,#e2c7c2,,#74656a,I,neutral,very_light,Light Summer
229,208,199,0,0,0,112,97,92,#e5d0c7,,#70615c,I,neutral,very_light,Light Spring
231,218,217,0,0,0,139,129,129,#e7dad9,,#8b8181,I,neutral,very_light,Light Summer
203,177,167,0,0,0,140,123,121,#cbb1a7,,#8c7b79,I,neutral,light,Light Spring
212,193,183,0,0,0,124,120,121,#d4c1b7,,#7c7879,I,neutral,very_light,Light Spring
222,181,172,0,0,0,122,89,92,#deb5ac,,#7a595c,I,neutral,very_light,Light Summer
229,181,146,0,0,0,127,101,81,#e5b592,,#7f6551,II,warm,very_light,Clear Spring
196,146,146,0,0,0,119,87,87,#c49292,,#775757,I,neutral,light,Light Summer
210,160,150,0,0,0,134,108,110,#d2a096,,#866c6e,I,neutral,light,Light Summer
181,162,164,0,0,0,91,85,92,#b5a2a4,,#5b555c,I,cool,light,Light Summer
241,201,180,0,0,0,153,126,116,#f1c9b4,,#997e74,I,warm,very_light,Warm Spring
224,184,166,0,0,0,108,89,84,#e0b8a6,,#6c5954,I,warm,very_light,Warm Spring
226,199,194,0,0,0,127,111,116,#e2c7c2,,#7f6f74,I,neutral,very_light,Light Summer
228,176,164,0,0,0,146,103,101,#e4b0a4,,#926765,I,neutral,very_light,Light Summer
215,195,187,0,0,0,131,119,114,#d7c3bb,,#837772,I,neutral,very_light,Light Spring
203,162,137,0,0,0,89,67,63,#cba289,,#59433f,II,warm,light,Clear Spring
208,171,164,0,0,0,93,78,80,#d0aba4,,#5d4e50,I,neutral,light,Light Summer
229,169,166,0,0,0,107,80,92,#e5a9a6,,#6b505c,I,neutral,light,Light Summer
226,198,169,0,0,0,126,120,113,#e2c6a9,,#7e7871,I,warm,very_light,Warm Spring
175,162,170,0,0,0,124,119,125,#afa2aa,,#7c777d,I,cool,light,Light Summer
218,179,175,0,0,0,130,110,111,#dab3af,,#826e6f,I,neutral,very_light,Light Summer
188,168,133,0,0,0,143,133,99,#bca885,,#8f8563,II,warm,light,Warm Spring
225,176,142,0,0,0,97,66,50,#e1b08e,,#614232,II,warm,very_light,Clear Spring
195,137,113,0,0,0,99,68,56,#c38971,,#634438,III,warm,light_medium,Warm Autumn
211,184,174,0,0,0,86,72,72,#d3b8ae,,#564848,I,neutral,very_light,Light Spring
233,203,172,0,0,0,121,101,81,#e9cbac,,#796551,I,warm,very_light,Warm Spring
208,167,157,0,0,0,72,59,57,#d0a79d,,#483b39,I,neutral,light,Light Summer
250,203,184,0,0,0,114,86,72,#facbb8,,#725648,I,warm,very_light,Warm Spring
223,192,180,0,0,0,100,82,76,#dfc0b4,,#64524c,I,neutral,very_light,Light Spring
194,128,102,0,0,0,103,63,52,#c28066,,#673f34,IV,warm,light_medium,Warm Autumn
151,84,61,0,0,0,98,69,54,#97543d,,#624536,V,warm,medium_deep,Deep Autumn
227,180,177,196,214,241,114,84,94,#e3b4b1,#c4d6f1,#72545e,I,neutral,very_light,Light Summer
116,97,88,0,0,0,61,61,61,#746158,,#3d3d3d,VI,neutral,medium_deep,Deep Autumn
238,193,180,0,0,0,116,87,82,#eec1b4,,#745752,I,neutral,very_light,Light Summer
240,198,186,0,0,0,136,102,100,#f0c6ba,,#886664,I,neutral,very_light,Light Summer
231,194,184,0,0,0,120,101,98,#e7c2b8,,#786562,I,neutral,very_light,Light Summer
220,167,129,0,0,0,136,105,76,#dca781,,#88694c,III,warm,light,Clear Spring
176,119,84,0,0,0,107,85,71,#b07754,,#6b5547,IV,warm,light_medium,Deep Autumn
206,162,150,0,0,0,114,80,78,#cea296,,#72504e,I,neutral,light,Light Summer
233,205,188,0,0,0,154,134,131,#e9cdbc,,#9a8683,I,warm,very_light,Light Spring
201,170,157,0,0,0,116,102,103,#c9aa9d,,#746667,I,neutral,light,Light Spring
205,137,114,0,0,0,132,87,76,#cd8972,,#84574c,III,warm,light_medium,Warm Autumn
194,166,169,0,0,0,85,66,72,#c2a6a9,,#554248,I,cool,light,Light Summer
223,203,207,0,0,0,106,95,107,#dfcbcf,,#6a5f6b,I,cool,very_light,Light Summer
224,189,187,0,0,0,114,90,94,#e0bdbb,,#725a5e,I,neutral,very_light,Light Summer
230,212,208,0,0,0,109,89,95,#e6d4d0,,#6d595f,I,neutral,very_light,Light Summer
212,194,193,0,0,0,100,96,102,#d4c2c1,,#646066,I,neutral,very_light,Light Summer
218,160,135,0,0,0,126,93,80,#daa087,,#7e5d50,II,warm,light,Clear Spring
248,153,76,0,0,0,143,87,47,#f8994c,,#8f572f,IV,warm,light,Warm Autumn
237,205,200,0,0,0,112,105,118,#edcdc8,,#706976,I,neutral,very_light,Light Summer
217,173,146,0,0,0,103,91,82,#d9ad92,,#675b52,II,warm,light,Clear Spring
242,139,67,0,0,0,141,84,50,#f28b43,,#8d5432,IV,warm,light,Warm Autumn
213,167,148,0,0,0,99,77,74,#d5a794,,#634d4a,II,warm,light,Warm Spring
222,171,143,0,0,0,108,94,86,#deab8f,,#6c5e56,II,warm,light,Clear Spring
230,184,175,0,0,0,155,113,115,#e6b8af,,#9b7173,I,neutral,very_light,Light Summer
156,96,99,0,0,0,100,83,81,#9c6063,,#645351,V,cool,medium,Deep Winter
194,150,125,0,0,0,71,62,59,#c2967d,,#473e3b,III,warm,light,Clear Spring
193,152,129,232,222,225,90,82,83,#c19881,#e8dee1,#5a5253,II,warm,light,Warm Spring
205,211,203,0,0,0,98,110,111,#cdd3cb,,#626e6f,I,neutral,very_light,Light Spring
222,175,151,0,0,0,91,77,70,#deaf97,,#5b4d46,II,warm,very_light,Clear Spring
178,118,99,0,0,0,78,48,44,#b27663,,#4e302c,IV,warm,light_medium,Warm Autumn
195,149,103,0,0,0,87,71,61,#c39567,,#57473d,IV,warm,light,Warm Autumn
213,178,161,0,0,0,86,72,71,#d5b2a1,,#564847,I,warm,very_light,Warm Spring
165,117,88,0,0,0,62,46,44,#a57558,,#3e2e2c,V,warm,medium,Deep Autumn
178,124,113,0,0,0,97,76,85,#b27c71,,#614c55,IV,neutral,light_medium,Soft Summer
116,98,62,0,0,0,55,46,29,#74623e,,#372e1d,V,warm,medium_deep,Deep Autumn
211,165,129,0,0,0,103,81,64,#d3a581,,#675140,III,warm,light,Clear Spring
227,153,118,0,0,0,93,60,51,#e39976,,#5d3c33,III,warm,light,Warm Autumn
222,173,152,0,0,0,76,62,57,#dead98,,#4c3e39,II,warm,light,Clear Spring
231,137,95,0,0,0,124,76,58,#e7895f,,#7c4c3a,IV,warm,light,Warm Autumn
235,180,156,0,0,0,121,84,65,#ebb49c,,#795441,II,warm,very_light,Clear Spring
141,92,62,0,0,0,81,63,52,#8d5c3e,,#513f34,V,warm,medium_deep,Deep Autumn
207,142,98,0,0,0,112,82,65,#cf8e62,,#705241,IV,warm,light_medium,Warm Autumn
173,120,86,0,0,0,66,40,27,#ad7856,,#42281b,IV,warm,light_medium,Deep Autumn
211,153,130,0,0,0,89,57,47,#d39982,,#59392f,II,warm,light,Clear Spring
189,125,105,0,0,0,58,37,30,#bd7d69,,#3a251e,IV,warm,light_medium,Warm Autumn
149,75,60,0,0,0,59,39,40,#954b3c,,#3b2728,V,warm,medium_deep,Deep Autumn
161,128,119,0,0,0,66,53,51,#a18077,,#423533,III,neutral,light_medium,Soft Summer
211,143,121,224,178,160,114,75,63,#d38f79,#e0b2a0,#724b3f,III,warm,light,Clear Spring
164,117,87,0,0,0,65,52,48,#a47557,,#413430,V,warm,medium,Deep Autumn
171,114,110,0,0,0,80,55,60,#ab726e,,#50373c,IV,neutral,medium,Soft Summer
175,125,92,0,0,0,72,55,49,#af7d5c,,#483731,IV,warm,light_medium,Deep Autumn
203,180,183,0,0,0,111,101,122,#cbb4b7,,#6f657a,I,cool,very_light,Light Summer
150,100,55,0,0,0,78,61,51,#966437,,#4e3d33,V,warm,medium,Deep Autumn
195,137,106,0,0,0,101,66,53,#c3896a,,#654235,IV,warm,light_medium,Warm Autumn
146,106,93,0,0,0,76,65,64,#926a5d,,#4c4140,V,neutral,medium,Deep Winter
196,151,128,0,0,0,76,62,66,#c49780,,#4c3e42,III,warm,light,Clear Spring
192,139,125,0,0,0,75,61,59,#c08b7d,,#4b3d3b,III,neutral,light_medium,Light Summer
226,176,156,0,0,0,121,88,75,#e2b09c,,#79584b,I,warm,very_light,Clear Spring
224,183,149,0,0,0,102,82,74,#e0b795,,#66524a,II,warm,very_light,Clear Spring
214,139,103,0,0,0,129,87,71,#d68b67,,#815747,IV,warm,light_medium,Warm Autumn
191,143,125,0,0,0,100,71,69,#bf8f7d,,#644745,III,warm,light_medium,Clear Spring
177,129,111,0,0,0,88,71,83,#b1816f,,#584753,IV,warm,light_medium,Warm Autumn
217,167,133,0,0,0,83,61,57,#d9a785,,#533d39,II,warm,light,Clear Spring
186,143,119,0,0,0,89,92,100,#ba8f77,,#595c64,III,warm,light_medium,Warm Autumn
195,145,123,0,0,0,90,70,64,#c3917b,,#5a4640,III,warm,light_medium,Clear Spring
187,139,128,0,0,0,69,69,77,#bb8b80,,#45454d,II,neutral,light_medium,Light Summer
212,173,166,0,0,0,83,71,85,#d4ada6,,#534755,I,neutral,light,Light Summer
219,192,183,0,0,0,95,82,80,#dbc0b7,,#5f5250,I,neutral,very_light,Light Summer
207,162,145,0,0,0,107,86,81,#cfa291,,#6b5651,II,warm,light,Warm Spring
210,147,110,0,0,0,109,90,77,#d2936e,,#6d5a4d,III,warm,light,Warm Autumn
173,131,125,0,0,0,64,42,41,#ad837d,,#402a29,II,neutral,light_medium,Light Summer
213,158,142,0,0,0,104,61,54,#d59e8e,,#683d36,II,neutral,light,Light Summer
214,171,143,0,0,0,86,75,79,#d6ab8f,,#564b4f,II,warm,light,Clear Spring
151,106,87,0,0,0,73,58,49,#976a57,,#493a31,V,warm,medium,Deep Autumn
219,178,160,0,0,0,81,57,51,#dbb2a0,,#513933,I,warm,very_light,Warm Spring
223,141,78,0,0,0,69,43,26,#df8d4e,,#452b1a,IV,warm,light,Warm Autumn
176,118,72,0,0,0,105,75,60,#b07648,,#694b3c,V,warm,medium,Deep Autumn
180,127,110,0,0,0,78,55,48,#b47f6e,,#4e3730,IV,warm,light_medium,Warm Autumn
197,130,103,0,0,0,64,49,52,#c58267,,#403134,IV,warm,light_medium,Warm Autumn
198,152,132,0,0,0,96,80,84,#c69884,,#605054,II,warm,light,Clear Spring
126,93,87,0,0,0,72,62,60,#7e5d57,,#483e3c,VI,neutral,medium_deep,Deep Winter
178,125,86,0,0,0,66,41,33,#b27d56,,#422921,IV,warm,light_medium,Deep Autumn
210,185,171,0,0,0,91,82,83,#d2b9ab,,#5b5253,I,neutral,very_light,Light Spring
184,152,135,0,0,0,84,74,83,#b89887,,#544a53,II,warm,light,Warm Spring
223,158,115,0,0,0,92,72,67,#df9e73,,#5c4843,III,warm,light,Warm Autumn
215,153,117,0,0,0,97,66,57,#d79975,,#614239,III,warm,light,Warm Autumn
173,126,125,0,0,0,62,50,54,#ad7e7d,,#3e3236,II,neutral,light_medium,Light Summer
154,111,102,0,0,0,78,70,85,#9a6f66,,#4e4655,V,neutral,medium,Deep Winter
197,156,133,0,0,0,73,63,59,#c59c85,,#493f3b,II,warm,light,Warm Spring
173,128,98,0,0,0,65,33,18,#ad8062,,#412112,IV,warm,light_medium,Warm Autumn
218,183,158,0,0,0,125,107,98,#dab79e,,#7d6b62,I,warm,very_light,Warm Spring
179,124,71,0,0,0,80,61,51,#b37c47,,#503d33,V,warm,light_medium,Deep Autumn
152,111,96,0,0,0,63,50,43,#986f60,,#3f322b,V,warm,medium,Deep Autumn
211,174,167,0,0,0,106,104,109,#d3aea7,,#6a686d,I,neutral,light,Light Summer
167,116,103,0,0,0,69,56,52,#a77467,,#453834,IV,neutral,medium,Deep Winter
245,178,126,0,0,0,108,75,63,#f5b27e,,#6c4b3f,III,warm,very_light,Clear Spring
234,180,167,0,0,0,111,81,84,#eab4a7,,#6f5154,I,neutral,very_light,Light Summer
195,139,124,0,0,0,62,59,67,#c38b7c,,#3e3b43,III,neutral,light_medium,Light Summer
193,149,111,0,0,0,91,79,76,#c1956f,,#5b4f4c,III,warm,light_medium,Warm Autumn
186,163,161,0,0,0,86,84,100,#baa3a1,,#565464,I,neutral,light,Light Summer
201,145,114,0,0,0,89,71,61,#c99172,,#59473d,III,warm,light_medium,Warm Autumn
210,166,126,0,0,0,89,66,57,#d2a67e,,#594239,III,warm,light,Clear Spring
191,141,112,0,0,0,85,63,54,#bf8d70,,#553f36,III,warm,light_medium,Warm Autumn
229,170,143,0,0,0,127,93,85,#e5aa8f,,#7f5d55,II,warm,light,Clear Spring
194,149,122,0,0,0,81,67,62,#c2957a,,#51433e,III,warm,light,Clear Spring
217,169,139,0,0,0,137,112,97,#d9a98b,,#897061,II,warm,light,Clear Spring
231,178,143,0,0,0,109,81,60,#e7b28f,,#6d513c,II,warm,very_light,Clear Spring
194,153,129,230,224,221,80,79,77,#c29981,#e6e0dd,#504f4d,II,warm,light,Warm Spring
236,184,160,0,0,0,113,74,66,#ecb8a0,,#714a42,I,warm,very_light,Clear Spring
185,131,106,0,0,0,105,83,74,#b9836a,,#69534a,IV,warm,light_medium,Warm Autumn
149,99,77,0,0,0,94,73,66,#95634d,,#5e4942,V,warm,medium,Deep Autumn
225,160,130,0,0,0,104,75,70,#e1a082,,#684b46,III,warm,light,Clear Spring
83,49,42,0,0,0,70,52,44,#53312a,,#46342c,VI,neutral,very_deep,Deep Winter
172,124,89,0,0,0,65,53,46,#ac7c59,,#41352e,IV,warm,light_medium,Deep Autumn
199,146,116,0,0,0,92,68,57,#c79274,,#5c4439,III,warm,light_medium,Warm Autumn
222,186,164,0,0,0,81,60,46,#debaa4,,#513c2e,I,warm,very_light,Warm Spring
219,189,170,0,0,0,91,77,66,#dbbdaa,,#5b4d42,I,warm,very_light,Light Spring
210,149,119,0,0,0,91,73,76,#d29577,,#5b494c,III,warm,light,Warm Autumn
227,227,227,0,0,0,80,80,80,#e3e3e3,,#505050,I,neutral,very_light,Light Spring
207,166,148,0,0,0,73,61,65,#cfa694,,#493d41,II,warm,light,Warm Spring
176,135,96,0,0,0,84,75,59,#b08760,,#544b3b,IV,warm,light_medium,Warm Autumn
232,208,200,0,0,0,99,83,83,#e8d0c8,,#635353,I,neutral,very_light,Light Summer
176,122,97,0,0,0,64,46,41,#b07a61,,#402e29,IV,warm,light_medium,Warm Autumn
224,176,153,0,0,0,67,51,50,#e0b099,,#433332,II,warm,very_light,Clear Spring
188,126,110,0,0,0,73,60,63,#bc7e6e,,#493c3f,IV,warm,light_medium,Warm Autumn
198,152,146,0,0,0,105,71,70,#c69892,,#694746,I,neutral,light,Light Summer
224,174,153,0,0,0,133,96,79,#e0ae99,,#85604f,II,warm,very_light,Clear Spring
213,158,142,0,0,0,110,66,57,#d59e8e,,#6e4239,II,neutral,light,Light Summer
198,150,137,0,0,0,81,63,66,#c69689,,#513f42,II,neutral,light,Light Summer
227,199,187,0,0,0,92,78,80,#e3c7bb,,#5c4e50,I,neutral,very_light,Light Spring
225,170,171,0,0,0,75,52,64,#e1aaab,,#4b3440,I,cool,light,Cool Summer
242,215,208,0,0,0,131,95,100,#f2d7d0,,#835f64,I,neutral,very_light,Light Summer
193,141,110,0,0,0,104,74,59,#c18d6e,,#684a3b,III,warm,light_medium,Warm Autumn
187,123,88,0,0,0,96,72,55,#bb7b58,,#604837,IV,warm,light_medium,Deep Autumn
205,146,117,0,0,0,88,64,59,#cd9275,,#58403b,III,warm,light,Warm Autumn
208,146,116,0,0,0,91,67,68,#d09274,,#5b4344,III,warm,light,Warm Autumn
237,174,137,0,0,0,118,95,83,#edae89,,#765f53,II,warm,very_light,Clear Spring
216,155,136,0,0,0,82,47,51,#d89b88,,#522f33,II,warm,light,Clear Spring
211,168,164,0,0,0,85,56,61,#d3a8a4,,#55383d,I,neutral,light,Light Summer
188,150,134,0,0,0,92,65,59,#bc9686,,#5c413b,II,warm,light,Warm Spring
197,142,120,0,0,0,95,76,75,#c58e78,,#5f4c4b,III,warm,light_medium,Warm Autumn
230,191,174,0,0,0,104,87,88,#e6bfae,,#685758,I,warm,very_light,Warm Spring
188,162,122,0,0,0,86,77,60,#bca27a,,#564d3c,III,warm,light,Clear Spring
216,176,161,0,0,0,72,69,75,#d8b0a1,,#48454b,I,neutral,light,Light Spring
208,163,143,0,0,0,80,63,57,#d0a38f,,#503f39,II,warm,light,Warm Spring
216,170,151,0,0,0,88,68,68,#d8aa97,,#584444,I,warm,light,Warm Spring
210,173,161,0,0,0,74,58,62,#d2ada1,,#4a3a3e,I,neutral,light,Light Summer
190,128,100,0,0,0,69,66,64,#be8064,,#454240,IV,warm,light_medium,Warm Autumn
248,222,208,0,0,0,98,105,112,#f8ded0,,#626970,I,neutral,very_light,Light Spring
223,180,160,228,190,165,120,108,105,#dfb4a0,#e4bea5,#786c69,I,warm,very_light,Warm Spring
236,185,161,0,0,0,97,75,72,#ecb9a1,,#614b48,I,warm,very_light,Clear Spring
223,186,164,0,0,0,86,82,83,#dfbaa4,,#565253,I,warm,very_light,Warm Spring
221,172,150,0,0,0,73,59,57,#ddac96,,#493b39,II,warm,light,Clear Spring
148,105,90,0,0,0,79,68,67,#94695a,,#4f4443,V,warm,medium,Deep Autumn
225,182,174,0,0,0,109,82,83,#e1b6ae,,#6d5253,I,neutral,very_light,Light Summer
209,157,123,0,0,0,105,72,59,#d19d7b,,#69483b,III,warm,light,Clear Spring
121,95,67,0,0,0,50,44,35,#795f43,,#322c23,V,warm,medium_deep,Deep Autumn
201,149,121,0,0,0,96,75,70,#c99579,,#604b46,III,warm,light,Clear Spring
210,142,109,223,149,122,100,73,61,#d28e6d,#df957a,#64493d,III,warm,light,Warm Autumn
153,99,72,0,0,0,80,63,58,#996348,,#503f3a,V,warm,medium,Deep Autumn
161,101,62,0,0,0,68,52,46,#a1653e,,#44342e,V,warm,medium,Deep Autumn
169,107,67,0,0,0,72,62,57,#a96b43,,#483e39,V,warm,medium,Deep Autumn
121,74,44,0,0,0,62,49,41,#794a2c,,#3e3129,V,warm,medium_deep,Deep Autumn
235,169,126,235,171,135,109,79,64,#eba97e,#ebab87,#6d4f40,III,warm,light,Clear Spring
171,109,71,0,0,0,71,53,44,#ab6d47,,#47352c,V,warm,medium,Deep Autumn
244,205,186,0,0,0,113,92,83,#f4cdba,,#715c53,I,warm,very_light,Warm Spring
176,112,98,0,0,0,85,52,41,#b07062,,#553429,IV,neutral,medium,Deep Winter
191,141,136,0,0,0,78,49,46,#bf8d88,,#4e312e,II,neutral,light_medium,Light Summer
216,171,139,0,0,0,92,70,63,#d8ab8b,,#5c463f,II,warm,light,Clear Spring
232,209,203,0,0,0,104,108,123,#e8d1cb,,#686c7b,I,neutral,very_light,Light Summer
229,172,154,0,0,0,66,65,67,#e5ac9a,,#424143,I,warm,very_light,Clear Spring
199,139,120,0,0,0,74,57,59,#c78b78,,#4a393b,III,warm,light_medium,Warm Autumn
222,176,149,0,0,0,80,74,77,#deb095,,#504a4d,II,warm,very_light,Clear Spring
221,188,169,0,0,0,99,80,85,#ddbca9,,#635055,I,warm,very_light,Warm Spring
193,139,110,0,0,0,103,72,57,#c18b6e,,#674839,IV,warm,light_medium,Warm Autumn
189,157,132,0,0,0,100,81,69,#bd9d84,,#645145,II,warm,light,Warm Spring
247,199,188,0,0,0,106,83,82,#f7c7bc,,#6a5352,I,neutral,very_light,Light Summer
192,125,89,0,0,0,96,61,47,#c07d59,,#603d2f,IV,warm,light_medium,Warm Autumn
222,182,160,0,0,0,99,82,74,#deb6a0,,#63524a,I,warm,very_light,Warm Spring
248,192,162,0,0,0,86,65,55,#f8c0a2,,#564137,II,warm,very_light,Clear Spring
179,137,115,0,0,0,90,66,57,#b38973,,#5a4239,III,warm,light_medium,Warm Autumn
186,133,109,0,0,0,80,61,51,#ba856d,,#503d33,IV,warm,light_medium,Warm Autumn
163,115,96,174,132,109,75,59,60,#a37360,#ae846d,#4b3b3c,V,warm,medium,Deep Autumn
184,117,86,0,0,0,44,51,83,#b87556,,#2c3353,IV,warm,light_medium,Deep Autumn
194,131,110,0,0,0,88,63,67,#c2836e,,#583f43,IV,warm,light_medium,Warm Autumn
216,183,170,0,0,0,130,118,106,#d8b7aa,,#82766a,I,neutral,very_light,Light Spring
223,172,133,0,0,0,101,75,60,#dfac85,,#654b3c,II,warm,light,Clear Spring
204,104,79,0,0,0,101,34,21,#cc684f,,#652215,V,warm,light_medium,Deep Autumn
143,98,80,0,0,0,69,53,46,#8f6250,,#45352e,V,warm,medium,Deep Autumn
179,129,117,0,0,0,77,57,47,#b38175,,#4d392f,III,neutral,light_medium,Soft Summer
156,95,83,0,0,0,52,38,37,#9c5f53,,#342625,V,neutral,medium,Deep Winter
201,135,79,0,0,0,84,53,37,#c9874f,,#543525,IV,warm,light_medium,Warm Autumn
174,110,95,0,0,0,80,51,59,#ae6e5f,,#50333b,V,neutral,medium,Deep Winter
133,102,91,0,0,0,59,47,41,#85665b,,#3b2f29,V,neutral,medium,Deep Autumn
154,87,69,0,0,0,89,49,44,#9a5745,,#59312c,V,warm,medium_deep,Deep Autumn
198,132,105,201,139,107,102,83,81,#c68469,#c98b6b,#665351,IV,warm,light_medium,Warm Autumn
214,162,144,0,0,0,85,60,64,#d6a290,,#553c40,II,warm,light,Clear Spring
248,225,224,0,0,0,126,113,123,#f8e1e0,,#7e717b,I,neutral,very_light,Light Summer
200,134,113,0,0,0,118,79,74,#c88671,,#764f4a,III,warm,light_medium,Warm Autumn
183,133,107,0,0,0,96,68,54,#b7856b,,#604436,IV,warm,light_medium,Warm Autumn
192,135,92,0,0,0,99,74,57,#c0875c,,#634a39,IV,warm,light_medium,Warm Autumn
219,154,131,0,0,0,141,105,102,#db9a83,,#8d6966,II,warm,light,Clear Spring
142,93,87,0,0,0,70,44,47,#8e5d57,,#462c2f,V,neutral,medium_deep,Deep Winter
